tvl,path,outage,discountBps,dimension,swapCostBps,loopCostBps,reserveCostBps,bufferDays,exitLagSeconds,harvestEveryDays,halfExitDay,mainInterestWei,loopInterestWei,bootstrapWei,recoveryWei,peakDebtWei,hollarSoldWei,hollarBoughtWei,floorMisses,liquidations,ethReturnBps,btcReturnBps,bufferPaidWei,residualSourceClaimWei
1000000,4,1,5000,0,10,0,10,7,172800,1,60,7093786411076264629304,68080772691701255308498,6632176038779070710668,18792387844131476220428,5770869212983582591498853,5968041984195720000000000,6012836356676000000000000,0,0,68,73,19442538119490623383,277943945093705832727
1000000,4,1,10000,0,10,0,10,7,172800,1,60,0,68082916846907007650929,6079108829787157221317,18323062383579472904248,5785852612740913227800910,5983055699890180000000000,6014702008936000000000000,0,0,97,105,29943326085509979686,2648018159022253489813
500000,0,0,0,0,10,0,10,7,172800,1,60,3651234176908460999166,18337017135393168911569,2720770885089576285343,4590000024000,2393625703519909231883996,2913335709425550000000000,2922888843534000000000000,0,0,183,195,1376004146691183593924,1512293173588378533729
500000,0,0,5000,0,10,0,10,7,172800,1,60,1825619563111085171763,18336102987061782156556,2557076774199228340626,4040000024000,2393625703519909231883996,2966072296728000000000000,2974842017038000000000000,0,0,213,227,1350835178215912122298,1651859312012172393933
500000,0,0,10000,0,10,0,10,7,172800,1,60,0,18336102987061782156556,2393382663308963729244,4040000024000,2393625703519909231883996,2966072296728000000000000,2973141474689000000000000,0,0,240,256,1326319505258434944903,1936240430492172393933
500000,0,1,0,0,10,0,10,7,172800,1,60,3653254346525308590898,18323461052273607094773,2720770885089576285343,4690000024000,2393625703519909231883996,2714608160948410000000000,2724147120433000000000000,0,0,183,195,1376262716242773661251,1512345542766255457712
500000,0,1,5000,0,10,0,10,7,172800,1,60,1825973393146535617066,18322545781244995728091,2557076774199228340626,3630000024000,2393625703519909231883996,2767343249311510000000000,2776099086055000000000000,0,0,213,227,1348142075725910017638,1651864740140125687521
500000,0,1,10000,0,10,0,10,7,172800,1,60,0,18322545781244995728091,2393382663308963729244,3630000024000,2393625703519909231883996,2767343249311510000000000,2774398539178000000000000,0,0,240,256,1323324017970782751265,1936246581250125687521
500000,1,0,0,0,10,0,10,7,172800,1,60,4749321365378061660346,23870731017248760660362,4351915994430590725458,4335007488987,3567984411770774336181696,3896519982933010000000000,3906933317854000000000000,0,0,178,189,2108675373148965128693,2317043410193649860349
500000,1,0,5000,0,10,0,10,7,172800,1,60,2374844627206543642930,23789529574347830225377,4055989905852834312351,0,3481531164574834874314707,3895251077291230000000000,3903088123177000000000000,0,0,201,217,2080368878731305146169,2777379197499193859038
500000,1,0,10000,0,10,0,10,7,172800,1,60,0,23821482844342839592825,3676761665742373662562,0,3488990665885826427820765,3905117831471270000000000,3910167134259000000000000,0,0,226,244,1974718827491481837999,3246529337821182765150
500000,1,1,0,0,10,0,10,7,172800,1,60,4458863547041693801564,22374568246552134021999,4065025836653848326962,4354037248805,3435305303690990774580705,3808195801541090000000000,3817701574051000000000000,0,0,157,173,2015947334613449732493,2215775040649730451528
500000,1,1,5000,0,10,0,10,7,172800,1,60,2230952445010702437050,22395206893851601246651,3794406738593991459295,6035524675292,3441844636327411800201862,3892647227755780000000000,3901000321299000000000000,0,0,181,200,1991444244442709750793,2424894155466143257624
500000,1,1,10000,0,10,0,10,7,172800,1,60,0,22417114590206171710385,3519599802518922227327,3249671434236,3448362528146561074855471,3899805744188520000000000,3905653047682000000000000,0,0,203,226,1959095084278780732984,2847745791600908708369
500000,2,0,0,0,10,0,10,7,172800,1,60,7587014416751669576675,23762792463254196977544,2720770885089576285343,18588639444594413935009,2340758574858082984109589,2391668546308660000000000,2401708909918000000000000,0,0,0,0,4009999493026,0
500000,2,0,5000,0,10,0,10,7,172800,1,60,3784103796876382399049,22044070433584625335685,2557076774199228340626,14076108130939121893789,2340758574858082984109589,2391668546308660000000000,2400863514775000000000000,0,0,0,0,4009999492584,0
500000,2,0,10000,0,10,0,10,7,172800,1,60,0,22708543799700871241053,2393382663308963729244,10788612373240676066469,2340758574858082984109589,2391668546308660000000000,2401199590242000000000000,0,0,0,0,4538011593609663108,765773138832920678
500000,2,1,0,0,10,0,10,7,172800,1,60,8137594319664513054456,34940577325686686100322,2720770885089576285343,26214083020942573412471,2340758574858082984109589,2391668546308660000000000,2405811731518000000000000,32,0,0,0,4009999494637,0
500000,2,1,5000,0,10,0,10,7,172800,1,60,4053294487574723476403,34887555704229770326393,2557076774199228340626,22263661568278418444455,2340758574858082984109589,2391668546308660000000000,2405788521977000000000000,2,0,0,0,4009999492341,0
500000,2,1,10000,0,10,0,10,7,172800,1,60,0,34986382818934674160269,2393382663308963729244,18434442228312343391416,2340758574858082984109589,2391668546308660000000000,2405826969740000000000000,0,0,0,0,4019999489080,0
500000,3,0,0,0,10,0,10,7,172800,1,60,4662906837380110724550,19873661187940669628150,3501554061233307495828,3799502787008370143934,2959952011307720395742584,3007795028100210000000000,3024859994392000000000000,0,0,27,28,4009999491813,0
500000,3,0,5000,0,10,0,10,7,172800,1,60,2328930132109816620133,19980930734654375534161,3337086998455048790669,1710676871261063035669,2960249321948402531009927,3008092060113540000000000,3025269185417000000000000,0,0,28,29,4009999494991,0
500000,3,0,10000,0,10,0,10,7,172800,1,60,0,20402404578159543821545,3172742170133338810269,763739724862700247216,3011681250910523593652870,3007842944713200000000000,3020474126296000000000000,0,0,30,32,129921116989479058244,973680840646151200239
500000,3,1,0,0,10,0,10,7,172800,1,60,4666380589960066912018,19873661187940669628150,3501554061233307495828,3802976539588326331403,2959952011307720395742584,3007795028100210000000000,3024859994392000000000000,2,0,27,28,4009999491814,0
500000,3,1,5000,0,10,0,10,7,172800,1,60,2329795561915918917615,19980930734654375534161,3337086998455048790669,1711542301067165333151,2960249321948402531009927,3008092060113540000000000,3025269185417000000000000,0,0,28,29,4009999494991,0
500000,3,1,10000,0,10,0,10,7,172800,1,60,0,20402404578159543821545,3172742170133338810269,763739724862700247216,3011681250910523593652870,3007842944713200000000000,3020474126296000000000000,0,0,30,32,129921116989479058244,973680840646151200239
500000,4,0,0,0,10,0,10,7,172800,1,60,7488407852028706850863,35584430761933394787439,3867973027168698858630,15228179999655332745158,3227988253653082682361438,3264649284747950000000000,3286295578777000000000000,0,0,106,111,4009999491699,0
500000,4,0,5000,0,10,0,10,7,172800,1,60,3727724364540025528529,35653760136703871542176,3640735062015578434793,12964299299394495416762,3223974899405216596655306,3260641090776020000000000,3282311596658000000000000,0,0,124,134,4009999491660,0
500000,4,0,10000,0,10,0,10,7,172800,1,60,0,35618817967671150763577,3301512364299797559516,11831261051146535559768,3229240319413360008912406,3265893495770910000000000,3281273835775000000000000,0,0,142,152,29908142785831932262,1149313159974953702566
500000,4,1,0,0,10,0,10,7,172800,1,60,7089084467134495221235,33689444180236334290731,3824885008956537239778,10459639004551530747785,2878829248475451600273990,2977399959701260000000000,3000426409413000000000000,0,0,43,44,4009999491734,0
500000,4,1,5000,0,10,0,10,7,172800,1,60,3546893484647481127496,34040388444190906722939,3316088220452544386822,9396194572988925090863,2885434783741130581728302,2984021175650210000000000,3006418364571000000000000,0,0,68,73,9747393035124026641,138945849424861022458
500000,4,1,10000,0,10,0,10,7,172800,1,60,0,34041460522095864687988,3039554600857072296418,9161531838873457492406,2892926484120782900366052,2991528033998990000000000,3007351197917000000000000,0,0,97,105,14999026088753246662,1323981717258546012811
50000000,0,0,0,0,10,0,10,7,172800,1,60,365059273758924744644569,1835630689178789385947450,272077053579530001285343,5400000024000,239372189519499980689428735,289439359822801490000000000,290396540617260000000000000,0,0,183,195,137622761342191333369288,151239045159689855697282
50000000,0,0,5000,0,10,0,10,7,172800,1,60,182529885100871686758848,1835539171764016478107638,255707644592010490840626,4890000024000,239372189519499980689428735,294712880206203970000000000,295591746241269000000000000,0,0,213,227,134787158866088054340416,165191365324273719444137
50000000,0,0,10000,0,10,0,10,7,172800,1,60,0,1835539171764016478107638,239338235604499313729244,4890000024000,239372189519499980689428735,294712880206203970000000000,295421691635941000000000000,0,0,240,256,132313228120144129953786,193629535956633719444137
50000000,0,1,0,0,10,0,10,7,172800,1,60,365444645099896092578948,1841322403244998964700601,272077053579530001285343,4660000024000,239372189519499980689428735,269380498939238080000000000,270343506073671000000000000,0,0,184,196,137583636476570858144125,151229340627683725140070
50000000,0,1,5000,0,10,0,10,7,172800,1,60,182656943139708076918093,1841231093880600110080951,255707644592010490840626,6220000024000,239372189519499980689428735,274654297096583700000000000,275538935535874000000000000,0,0,214,228,135419897491097355955615,165190359477577447044336
50000000,0,1,10000,0,10,0,10,7,172800,1,60,0,1841231093880600110080951,239338235604499313729244,6220000024000,239372189519499980689428735,274654297096583700000000000,275368881769415000000000000,0,0,241,257,133007609448175516675132,193628396233817447044336
50000000,1,0,0,0,10,0,10,7,172800,1,60,474790961110644867873256,2413471424783979682368626,442954353223603855694700,3999869065629,352633059111982666864165613,381561198466803990000000000,382631256152437000000000000,0,0,181,196,210586384618403826703122,231308410829222126156477
50000000,1,0,5000,0,10,0,10,7,172800,1,60,237738011953251015464020,2416608981916959847704243,405775288697067886569886,3878131644462,353381205813725070059824385,390563433761797820000000000,391513503713271000000000000,0,0,208,224,207195152321638325214012,253249059112874212244650
50000000,1,0,10000,0,10,0,10,7,172800,1,60,0,2419877057708976408408278,367852869856719049208858,4890029591256,354127322007237764767720328,391498041930799690000000000,392186624422724000000000000,0,0,232,250,203882361401688029118967,297542412365608918762518
50000000,1,1,0,0,10,0,10,7,172800,1,60,445998614185814594986304,2268315771828657039303509,406319546579447776982749,4308452138529,344514314560411924787961954,373706765376427190000000000,374687826858058000000000000,0,0,160,176,201628577949933275161892,221655214127634772637123
50000000,1,1,5000,0,10,0,10,7,172800,1,60,223151342111883146206191,2270366960722352139136131,379252685878053805216000,4527017084292,345167021363492321941770923,382155891061742710000000000,383021675096433000000000000,0,0,184,204,199509070964637799006950,242567222363878100822288
50000000,1,1,10000,0,10,0,10,7,172800,1,60,0,2272548198040420469595263,351965867562466618567351,5759945027030,345818537982193391714308464,382874698224117980000000000,383489816076463000000000000,0,0,206,229,196298839769921018606820,284865395893957531839567
50000000,2,0,0,0,10,0,10,7,172800,1,60,758687207431578036701478,2392426320547635958835701,272077053579530001285343,1864604248986850680847435,238855962644299005900545392,238724450979570150000000000,239738883163948000000000000,0,0,0,0,4009999994928,0
50000000,2,0,5000,0,10,0,10,7,172800,1,60,378423782004889217168212,2220539105255446129296358,255707644592010490840626,1410542117176491707830972,238855962644299005900545392,238724450979570150000000000,239657164077906000000000000,0,0,0,0,4009999994912,0
50000000,2,0,10000,0,10,0,10,7,172800,1,60,0,2287985507425486482240030,239338235604499313729244,1079085006931420185224227,238855962644299005900545392,238724450979570150000000000,239694392562617000000000000,0,0,0,0,413449436138024251436,365272653016620656712
50000000,2,1,0,0,10,0,10,7,172800,1,60,813727439402171268592224,3473826336726508333069862,272077053579530001285343,2609061815750315199794907,238855962644299005900545392,238724450979570150000000000,240130865753868000000000000,32,0,0,0,4009999994929,0
50000000,2,1,5000,0,10,0,10,7,172800,1,60,405312351241485383915275,3465682196802418711427272,255707644592010490840626,2210651999163054059922973,238855962644299005900545392,238724450979570150000000000,240129085750981000000000000,2,0,0,0,4009999994925,0
50000000,2,1,10000,0,10,0,10,7,172800,1,60,0,3475383805859901670183924,239338235604499313729244,1827629699976570929131144,238855962644299005900545392,238724450979570150000000000,240132866714394000000000000,0,0,0,0,4009999994949,0
50000000,3,0,0,0,10,0,10,7,172800,1,60,466324016474556625545506,1999124830096577825974822,350173865578991452105985,383802740090974897964840,301108851002556926410964683,300725095168459600000000000,302439530087152000000000000,0,0,27,28,4009999994940,0
50000000,3,0,5000,0,10,0,10,7,172800,1,60,232909897469971268830746,2010283595299762138219430,333726579057828367992129,174955916079837307323226,301138582342985843674049981,300754798645952320000000000,302480830330276000000000000,0,0,29,30,4009999994950,0
50000000,3,0,10000,0,10,0,10,7,172800,1,60,0,2003361405829163966143788,317273651887880267699604,76162119002938743766106,301166042498441640340073033,300782293938468560000000000,302014816450303000000000000,0,0,30,32,13527048272757792573077,96548870316404910588369
50000000,3,1,0,0,10,0,10,7,172800,1,60,466671409537264825235083,1999124830096577825974822,350173865578991452105985,384150133153683097654417,301108851002556926410964683,300725095168459600000000000,302439530087152000000000000,2,0,27,28,4009999994939,0
50000000,3,1,5000,0,10,0,10,7,172800,1,60,232996444885947609101360,2010283595299762138219430,333726579057828367992129,175042463495813647593840,301138582342985843674049981,300754798645952320000000000,302480830330276000000000000,0,0,29,30,4009999994950,0
50000000,3,1,10000,0,10,0,10,7,172800,1,60,0,2003361405829163966143788,317273651887880267699604,76162119002938743766106,301166042498441640340073033,300782293938468560000000000,302014816450303000000000000,0,0,30,32,13527048272757792573077,96548870316404910588369
50000000,4,0,0,0,10,0,10,7,172800,1,60,750690533221458193533591,3733652079222656748900321,397573367780039162643683,1624125440757116176516037,327065565430173494913298439,325544411187615170000000000,327785554915213000000000000,0,0,108,118,4009999994918,0
50000000,4,0,5000,0,10,0,10,7,172800,1,60,375335106689405386760388,3726374541455524601497504,364198631627568132159850,1387865485242782118123018,327593930705829538868188464,326071470266804280000000000,328310573693437000000000000,0,0,126,137,4009999994924,0
50000000,4,0,10000,0,10,0,10,7,172800,1,60,0,3719213705759666328547014,330283209161726083977143,1268490177125143793024517,328120600849824318899087807,326596838450100920000000000,328190661378607000000000000,0,0,144,155,4370352147529978052091,112305834301385614746093
50000000,4,1,0,0,10,0,10,7,172800,1,60,708721808604386072503601,3423311035787413526466467,376268691400262704981015,1057245838965683434996784,289956496959090429098374096,293945591873933500000000000,296291113711956000000000000,0,0,44,45,4009999994914,0
50000000,4,1,5000,0,10,0,10,7,172800,1,60,354616720147413983858095,3422892916615620662181770,331094905469407383470826,929621028143509864613772,290638755124000672137726604,294629412875776840000000000,296898966912916000000000000,0,0,70,75,697765533095440197238,13973591790322183799784
50000000,4,1,10000,0,10,0,10,7,172800,1,60,0,3422595159951306943861968,303632998087060774167738,906010830831245073669078,291388752839552770647452115,295380933834258380000000000,297011633034604000000000000,0,0,99,107,1940171202870289323307,131782879189604266416338
100000,0,0,0,1,0,0,10,7,172800,1,60,730247277508985318918,3667405601854788849574,544154459275916285450,4290000001125,478725389004440078256456,582667579180670000000000,584578206331000000000000,0,0,183,195,275268550007224505376,302418702453377733760
100000,0,0,0,2,50,0,10,7,172800,1,60,730247294331240622034,3667405601854788849574,544154459275916285450,4290000001125,478725389004440078256456,582667579180670000000000,584578206331000000000000,0,0,182,194,275129059189023731425,302418702453377733760
100000,0,0,0,3,100,0,10,7,172800,1,60,730247311323417695892,3667405601854788849574,544154459275916285450,4290000001125,478725389004440078256456,582667579180670000000000,584578206331000000000000,0,0,180,192,274988148538039331705,302418702453377733760
100000,0,0,0,4,10,0,10,7,0,1,60,711549245676743827277,3573355092995108210636,544154459275916285450,0,478725389004440078256456,569481443297140000000000,571347164741000000000000,0,0,177,189,290707552917922462572,296090661669163512091
100000,0,0,0,5,10,0,10,7,43200,1,60,713885761645813920605,3584995973884347785209,544154459275916285450,0,478725389004440078256456,569481443297140000000000,571317272397000000000000,0,0,177,189,288787618268782051612,304571303951477479607
100000,0,0,0,6,10,0,10,7,1209600,1,60,842505967535442283401,4229360391293380073847,544154459275916285450,4740000001125,478725389004440078256456,568371517281710000000000,569303377381000000000000,0,0,188,201,229278504759239972616,599501847678009313108
100000,0,0,0,7,10,0,10,7,172800,3,60,730252442149393455414,3667062683542193560520,544154459275916285450,4500000001125,478725389004440078256456,576528362120570000000000,578464019551000000000000,0,0,183,195,278946168250341571442,298649689760646416656
100000,0,0,0,8,10,0,10,7,172800,7,60,730294628851566341500,3690908460392279689104,544154459275916285450,0,478966090453146982595890,517330070716800000000000,518871460510000000000000,0,0,170,182,335789731751399596593,396756492960603786894
100000,0,0,0,9,10,10,10,7,172800,1,60,730149878550096677554,3667570709560777096965,543795327629656865886,262374860197740686962,478510601284841859372602,513589652929310000000000,515236422590235000000000,0,0,111,119,281571929249446305336,315167520465000588386
100000,0,0,0,10,10,0,10,1,172800,1,60,730254051092923942686,3667405601854788849574,488023965988774799613,4290000001125,478725389004440078256456,582667579180670000000000,584738373545000000000000,0,0,183,195,245725253356653137833,275790217993377733760
100000,0,0,0,11,10,0,10,3,172800,1,60,730251795437599559052,3667405601854788849574,506725101800975426684,4290000001125,478725389004440078256456,582667579180670000000000,584686615861000000000000,0,0,183,195,255825951585957961971,284395154353377733760
100000,0,0,0,12,10,0,10,14,172800,1,60,730239369851065704821,3667405601854788849574,609742871760703231940,4290000001125,478725389004440078256456,582667579180670000000000,584402577248000000000000,0,0,183,195,311645869256036608950,331617788773377733760
100000,0,0,0,13,10,0,10,30,172800,1,60,730221237208606460471,3667405601854788849574,760076571062442536280,4290000001125,478725389004440078256456,582667579180670000000000,583923990551000000000000,0,0,183,195,382448647518766072635,411184874343377733760
100000,0,0,0,14,10,10,10,7,172800,1,60,730149878550096677554,3667570709560777096965,543795327629656865886,262374860197740686962,478510601284841859372602,513589652929310000000000,515236422590235000000000,0,0,111,119,281571929249446305336,315167520465000588386
100000,0,0,0,15,10,10,20,7,172800,1,60,730092149455618368079,3667570709560777096965,1022112976939291201121,260926030380740686962,478510601284841859372602,513589652929310000000000,513839063065518000000000,0,0,111,119,521928174910154829062,553545474489000588386
100000,0,0,0,16,10,10,50,7,172800,1,60,729918962172183439653,3667570709560777096965,2457065924868194206827,256733898519740686962,478510601284841859372602,513589652929310000000000,509795767563363000000000,0,0,111,119,1268462379948280457182,1243213868505000588386
100000,0,0,0,17,10,10,10,7,172800,1,1,455582029432954499767,2272159180350430132904,543795327629656865886,261812840427780114994,476056521698650608968856,501003819842710000000000,501072585406434000000000,0,0,62,67,67379874016692998299,309859131686000588386
100000,0,0,0,18,10,10,10,7,172800,1,3,464894333043118284228,2338229935677758472910,543795327629656865886,266276625945591132364,476152647941719453387526,500223351244380000000000,500314080729375000000000,0,0,63,67,100055132494029515780,320077737346000588386
100000,0,0,0,19,10,10,10,7,172800,1,7,483518920565786844656,2431631149925917415888,543795327629656865886,266275720609476944199,476344969991257183426769,501474391408050000000000,501732102645018000000000,0,0,62,66,154807571908306380437,320038705534000588386
100000,1,0,0,1,0,0,10,7,172800,1,60,949877481276764132954,4774211040397987073269,870200656186197941347,5714455695432,713612417467855216261758,779321865102160000000000,781404535686000000000000,0,0,178,189,421836492993070422814,463362153818605438256
100000,1,0,0,2,50,0,10,7,172800,1,60,949814226882332572736,4773900434244171773569,871119329576231764966,4550563401308,713536429937097893257732,779235327317490000000000,781317980493000000000000,0,0,177,188,421612069649959018451,463311683550437195567
100000,1,0,0,3,100,0,10,7,172800,1,60,949750931732003043941,4773589628243305642277,872047836567726310052,4997855619072,713460390388256986627273,779148729370610000000000,781231365137000000000000,0,0,176,186,421386556297919397044,463261178587542211093
100000,1,0,0,4,10,0,10,7,0,1,60,921216830913906034012,4630101296689416206050,870383609919476402592,0,713439460752961775361035,759098814938030000000000,761113143859000000000000,0,0,173,184,445555321131582332801,453589912180176255247
100000,1,0,0,5,10,0,10,7,43200,1,60,924796703994120809774,4647936655815707252234,870383609919476402592,0,713439460752961775361035,759098814938030000000000,761067353705000000000000,0,0,173,184,442615138327262440480,466581955711305640982
100000,1,0,0,6,10,0,10,7,1209600,1,60,1121862219240493075949,5634745146458627375126,870383609919476402592,4659982584416,714544603741798123438451,757309376625670000000000,757892653261000000000000,0,0,183,194,352823143414016143698,918425914982412385909
100000,1,0,0,7,10,0,10,7,172800,3,60,949872804937678453476,4773623068606449523700,870383609919476402592,4529982584416,713611544473657725896094,769897336002580000000000,772018401778000000000000,0,0,178,189,427476711622151194835,457569479148361437231
100000,1,0,0,8,10,0,10,7,172800,7,60,950290938505186796313,4790242650834431607893,1000842068782117517291,0,723684516649007225025795,750640453564140000000000,751962573817000000000000,0,0,171,183,515085253023212777213,636447360279446883936
100000,1,0,0,9,10,10,10,7,172800,1,60,937022699756791552131,4781126013193957978392,942553295614962586498,379748915178288484630,700520526054914193518039,701278269924810000000000,703081300236678000000000,0,0,115,125,388693854247554476690,442777923661238372117
100000,1,0,0,10,10,0,10,1,172800,1,60,949875447518779186359,4774150119160954112320,784433089203528943806,4352401238026,713597503276824840423109,779304877062910000000000,781709843254000000000000,0,0,178,189,389354819026198068071,409768655804040453310
100000,1,0,0,11,10,0,10,3,172800,1,60,949871911275535149945,4774149724710360943387,813069445210090003664,3413263669797,713597410266477102536218,779304772230440000000000,781553537616000000000000,0,0,178,189,392045430223914296881,435737644245601756246
100000,1,0,0,12,10,0,10,14,172800,1,60,949852431346780318714,4774147551382689008265,970816600948893615699,5610467090926,713596897864256669713985,779304194548530000000000,781117773956000000000000,0,0,178,189,477569454647531049406,508088811931851545418
100000,1,0,0,13,10,0,10,30,172800,1,60,949824004392099489471,4774144379994880332238,1201016408434697711605,4507204876379,713596150177884204644799,779303351602820000000000,780383671989000000000000,0,0,178,189,586049183357534213642,629995734754992293621
100000,1,0,0,14,10,10,10,7,172800,1,60,937022699756791552131,4781126013193957978392,942553295614962586498,379748915178288484630,700520526054914193518039,701278269924810000000000,703081300236678000000000,0,0,115,125,388693854247554476690,442777923661238372117
100000,1,0,0,15,10,10,20,7,172800,1,60,936896009763635113952,4781131066031125506091,1648930101380514015802,377580115959238020255,700521861713103613853044,701279576620210000000000,700980671298348000000000,0,0,115,125,745074725222868229235,792430758980580031275
100000,1,0,0,16,10,10,50,7,172800,1,60,936515936912566161257,4781146224676893477068,3768076440436512970066,371261579544082806728,700525868722785539900961,701283496699820000000000,694860669102672000000000,0,0,115,125,1844604119696523322128,1811018415017602584109
100000,1,0,0,17,10,10,10,7,172800,1,1,455582029432954499767,2272159180350430132904,543795327629656865886,261812840427780114994,476056521698650608968856,501003819842710000000000,501072585406434000000000,0,0,37,47,67379874016692984412,309859131686000588386
100000,1,0,0,18,10,10,10,7,172800,1,3,464894333043118284228,2338229935677758472910,543795327629656865886,266276625945591132364,476152647941719453387526,500223351244380000000000,500314080729375000000000,0,0,38,48,100055132494029555982,320077737346000588386
100000,1,0,0,19,10,10,10,7,172800,1,7,483518920565786844656,2431631149925917415888,543795327629656865886,266275720609476944199,476344969991257183426769,501474391408050000000000,501732102645018000000000,0,0,37,47,154807571908306466169,320038705534000588386
100000,2,0,0,1,0,0,10,7,172800,1,60,1517403800919234923974,4752560761499576606692,544154459275916285450,3717729890758725712486,468151957753324745205479,478333957323600000000000,480342020456000000000000,0,0,0,0,4009997473513,0
100000,2,0,0,2,50,0,10,7,172800,1,60,1517403800919234923974,4752560761499576606692,544154459275916285450,3717729890758725712486,468151957753324745205479,478333957323600000000000,480342020456000000000000,0,0,0,0,4009997473513,0
100000,2,0,0,3,100,0,10,7,172800,1,60,1517403800919234923974,4752560761499576606692,544154459275916285450,3717729890758725712486,468151957753324745205479,478333957323600000000000,480342020456000000000000,0,0,0,0,4009997473513,0
100000,2,0,0,4,10,0,10,7,0,1,60,1487236421034745411573,4732795856990360225105,544154459275916285450,3680365963374236200085,468151957753324745205479,478333957323600000000000,480329452310000000000000,0,0,0,0,4009997473513,0
100000,2,0,0,5,10,0,10,7,43200,1,60,1491291085962840985926,4734152982234848861531,544154459275916285450,3684696218542331774438,468151957753324745205479,478333957323600000000000,480330533822000000000000,0,0,0,0,4009997473513,0
100000,2,0,0,6,10,0,10,7,1209600,1,60,1698599918484436280055,4871349984037895965471,544154459275916285450,3942266170863927068567,468151957753324745205479,478333957323600000000000,480417468197000000000000,0,0,0,0,4009997473513,0
100000,2,0,0,7,10,0,10,7,172800,3,60,1517403800919234923974,4752560761499576606692,544154459275916285450,3717729890758725712486,468151957753324745205479,478333957323600000000000,480342020456000000000000,0,0,0,0,4009997473513,0
100000,2,0,0,8,10,0,10,7,172800,7,60,1517403800919234923974,4752560761499576606692,544154459275916285450,3717729890758725712486,468151957753324745205479,478333957323600000000000,480342020456000000000000,0,0,0,0,4009997473513,0
100000,2,0,0,9,10,10,10,7,172800,1,60,1521596613051792302202,4795640020165697927475,543795327629656865886,4700344179739134057920,465743695025920614794520,475884334240620000000000,476957403982179000000000,0,0,0,0,4009997477408,0
100000,2,0,0,10,10,0,10,1,172800,1,60,1517722764100636741680,4757851446980672925617,488023965988774799613,3777173599708169788190,468151957753324745205479,478333957323600000000000,480344311540000000000000,0,0,0,0,4009997456724,0
100000,2,0,0,11,10,0,10,3,172800,1,60,1517613229783175688881,4755986853274844821424,506725101800975426684,3757306202868641047207,468151957753324745205479,478333957323600000000000,480343505685000000000000,0,0,0,0,4009997462830,0
100000,2,0,0,12,10,0,10,14,172800,1,60,1517025733969478462417,4748423199092758273625,609742871760703231940,3649437660924700411478,468151957753324745205479,478333957323600000000000,480340190434000000000000,0,0,0,0,4009997471196,0
100000,2,0,0,13,10,0,10,30,172800,1,60,1514126448977193698312,4405417958596207567035,760076571062442536280,3314490698123504133602,468151957753324745205479,478333957323600000000000,480178928315000000000000,0,0,0,0,4009997477592,0
100000,2,0,0,14,10,10,10,7,172800,1,60,1521596613051792302202,4795640020165697927475,543795327629656865886,4700344179739134057920,465743695025920614794520,475884334240620000000000,476957403982179000000000,0,0,0,0,4009997477408,0
100000,2,0,0,15,10,10,20,7,172800,1,60,1519461757399913685248,4422630330200763836914,1022112976939291201121,4028267589382007253573,465743695025920614794520,475884334240620000000000,476776035977733000000000,0,0,0,0,4009997457757,0
100000,2,0,0,16,10,10,50,7,172800,1,60,1511657590057199734588,4422630330200763836914,2457065924868194206827,2585510474110390297207,465743695025920614794520,475884334240620000000000,476776035977733000000000,0,0,0,0,4009997457756,0
100000,2,0,0,17,10,10,10,7,172800,1,1,1255903551092834773936,5845510730044702652657,543795327629656865886,5181541201392176611276,476353853940191480145777,475884334240620000000000,477260154138969000000000,0,0,0,0,4009997460414,0
100000,2,0,0,18,10,10,10,7,172800,1,3,1280138159429184217302,5912306417973810654568,543795327629656865886,5243516573661526054642,465743695025920614794520,475884334240620000000000,477289201138893000000000,0,0,0,0,4009997460414,0
100000,2,0,0,19,10,10,10,7,172800,1,7,1301681555879142742540,6005501563545437270195,543795327629656865886,5318114153149484577661,465743695025920614794520,475884334240620000000000,477329344237611000000000,0,0,0,0,4009997470883,0
100000,3,0,0,1,0,0,10,7,172800,1,60,932584583052439964001,3974714916370399873713,700282114035970406588,759896494870269630042,591992085236320389376621,601560692162340000000000,604973537006000000000000,0,0,27,28,4009997468084,0
100000,3,0,0,2,50,0,10,7,172800,1,60,932571300213423875344,3974810751417154730659,700427467630862112021,759919167298395710445,591985204859181144230672,601553818753290000000000,604966748196000000000000,0,0,27,28,4009997474821,0
100000,3,0,0,3,100,0,10,7,172800,1,60,932558017537304215738,3974906591826657890000,700572819079156096410,759941848631256293435,591978324544930305744079,601546945407070000000000,604959959442000000000000,0,0,27,28,4009997464898,0
100000,3,0,0,4,10,0,10,7,0,1,60,911358651200554660093,3892606956519811185728,700311184926448342693,735518484303024313252,591990709155549033010141,601559317475190000000000,604893216786000000000000,0,0,27,28,4009997463821,0
100000,3,0,0,5,10,0,10,7,43200,1,60,915766434908286232761,3909517416895526927445,700311184926448342693,747216496390755885919,591990709155549033010141,601559317475190000000000,604902836086000000000000,0,0,27,28,4009997463820,0
100000,3,0,0,6,10,0,10,7,1209600,1,60,1102709648884763147749,4662500528110220166261,700311184926448342693,1133770916587232800908,591990709155549033010141,601559317475190000000000,605456207103000000000000,0,0,27,28,4009997463822,0
100000,3,0,0,7,10,0,10,7,172800,3,60,933249917875123656057,4134858008762054613244,703506344713622434982,861876427133613608981,621364634887742460560130,620579076634570000000000,624047450787000000000000,0,0,31,32,4009997474169,0
