tvl,path,outage,discountBps,dimension,swapCostBps,loopCostBps,slippageBps,incentiveMode,exitLagSeconds,harvestEveryDays,halfExitDay,mainInterestWei,loopInterestWei,incentiveWei,recoveryWei,peakDebtWei,hollarSoldWei,hollarBoughtWei,floorMisses,liquidations,ethReturnBps,btcReturnBps,surplusPaidWei,residualSourceClaimWei,recoveryLiquidityWei
1000000,1,0,5000,0,85,10,50,0,172800,1,60,4641692539562744672763,48088836234834363386901,0,375000053010000000000,7002043397315577550551529,7168367650035480000000000,7161669081502578000000000,0,0,0,0,5558511404105062763251,12441420186738828331209,0
1000000,1,0,10000,0,85,10,50,0,172800,1,60,0,48552111484011192307330,0,375000053010000000000,7159389089625503695585004,7276707950988600000000000,7258067521028118000000000,0,0,3,3,7678333478022999884650,14525905603283222428406,0
1000000,1,1,0,0,85,10,50,0,172800,1,60,8949705116780638879536,46151697389413776595396,0,375000053010000000000,7008026279685894985825034,7092363069777840000000000,7101899142964884000000000,0,0,0,0,3094005174943922075847,9323979351898029502020,0
1000000,1,1,5000,0,85,10,50,0,172800,1,60,4446049148058374091366,45955060685253574425139,0,375000053010000000000,7020044678319703023513007,7108252381375580000000000,7101265997188440000000000,0,0,0,0,4759927790623636513386,12004609459879141662896,0
1000000,1,1,10000,0,85,10,50,0,172800,1,60,0,46376209632924097893608,0,375000053010000000000,7034368319320606758630326,7125852753907590000000000,7105371312340863000000000,0,0,3,3,6544211633112999884747,14328001411425722319295,0
1000000,2,0,0,0,85,10,50,0,172800,1,60,15251028746266362469738,42292434682366921434504,0,49429349330965354303475,4657689028634464975342464,4758840566901800000000000,4766954673871728000000000,0,0,0,0,4000000000000,0,0
1000000,2,0,5000,0,85,10,50,0,172800,1,60,7605406285656973384969,44577155109558618681496,0,43113380340251958979253,4657561631365930728767122,4758840566901800000000000,4767909727915674000000000,0,0,0,0,4000000000000,0,0
1000000,2,0,10000,0,85,10,50,0,172800,1,60,0,45573843407664443823915,0,35935434751391958317840,4657434234098406482191780,4758840566901800000000000,4768478959640148000000000,0,0,0,0,3010958199989,0,0
1000000,2,1,0,0,85,10,50,0,172800,1,60,16377435071773826188543,69212001905872021878575,0,67142323946440868143542,4657689028634464975342464,4758840566901800000000000,4777287548738643000000000,32,0,0,0,3011041835777,0,0
1000000,2,1,5000,0,85,10,50,0,172800,1,60,8140869566743137360301,69258961412473577064719,0,58913488781993027645079,4657561631365930728767122,4758840566901800000000000,4777326777119994000000000,2,0,0,0,3001890167604,0,0
1000000,2,1,10000,0,85,10,50,0,172800,1,60,0,69606011989860940017242,0,50996980429488952230019,4657434234098406482191780,4758840566901800000000000,4777449460961346000000000,0,0,0,0,3008952111554,0,0
1000000,3,0,0,0,85,10,50,0,172800,1,60,8849791277996073779605,41650522772477041043356,0,20570968389606455306493,4768040051554949953831076,4758840566901800000000000,4788769727180529000000000,0,0,0,0,3016381403133,0,0
1000000,3,0,5000,0,85,10,50,0,172800,1,60,4410215573881269644760,41408681979077630959634,0,16100250866304216102116,4767290645748347839016440,4758840566901800000000000,4788559033871742000000000,0,0,0,0,3012946332645,0,0
1000000,3,0,10000,0,85,10,50,0,172800,1,60,0,41431923818079988264661,0,11677462846920718130623,4766541871280951869664585,4758840566901800000000000,4788594841398372000000000,0,0,0,0,3013718005724,0,0
1000000,3,1,0,0,85,10,50,0,172800,1,60,8849791277996073779605,41650522772477041043356,0,20570968389606455306493,4768040051554949953831076,4758840566901800000000000,4788769727180529000000000,2,0,0,0,3016381403133,0,0
1000000,3,1,5000,0,85,10,50,0,172800,1,60,4410215573881269644760,41408681979077630959634,0,16100250866304216102116,4767290645748347839016440,4758840566901800000000000,4788559033871742000000000,0,0,0,0,3012946332645,0,0
1000000,3,1,10000,0,85,10,50,0,172800,1,60,0,41431923818079988264661,0,11677462846920718130623,4766541871280951869664585,4758840566901800000000000,4788594841398372000000000,0,0,0,0,3013718005724,0,0
1000000,4,0,0,0,85,10,50,0,172800,1,60,14843167270587902000323,70348901012385329946748,0,36336191543013767558803,6644361139468246435892824,6613325609039520000000000,6662181218416515000000000,0,0,0,0,3013865427684,0,0
1000000,4,0,5000,0,85,10,50,0,172800,1,60,7382141992626509750586,72927864886773719484810,0,30796665524756538791832,6496297619018923461863528,6827744640966250000000000,6877257688358811000000000,0,0,0,0,3005028912526,0,0
1000000,4,0,10000,0,85,10,50,0,172800,1,60,0,74517233342650342391215,0,24607548618038000660422,6397480113642777074101508,6994075414905550000000000,7043995354826772000000000,0,0,0,0,10544923070219717639,0,0
1000000,4,1,0,0,85,10,50,0,172800,1,60,14268524405392389004797,71211726257603532082618,0,36286537164580428992980,5804370348944666245807234,5761357763330030000000000,5810551173528930000000000,0,0,0,0,3003039859996,0,0
1000000,4,1,5000,0,85,10,50,0,172800,1,60,7120754412245457483896,71732080743088869966898,0,30118512448718783857570,6004790713222159383916965,5965570994135970000000000,6014305028459187000000000,0,0,0,0,3002326244788,0,0
1000000,4,1,10000,0,85,10,50,0,172800,1,60,0,72452490163688683770548,0,23098184285944191016010,6025076839735355208264014,6014872340472430000000000,6064246477281924000000000,0,0,0,0,20118878934660665058,0,0
